report_name,report_token,report_url,space_name,owner,creator,last_run_at,days_since_last_run,is_archived,query_count,data_source_count,purity,pure_source,data_sources,has_dead_source
Evolución diaria de reservas,cdce67bd9e91,https://app.mode.com/editor/ecooltra706/reports/cdce67bd9e91,MNC_Alquileres,ecooltra706,modehq,2026-06-14T03:05:26.630Z,0,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Automatiz_Wsp_Reservas_aeropuerto,7d606735c4cc,https://app.mode.com/editor/ecooltra706/reports/7d606735c4cc,MNC_Alquileres,ecooltra706,modehq,2026-06-14T02:32:57.294Z,0,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Automatiz_Wsp_Alquileres_dsd_2026 sin cobro penalties,3d17a301dc46,https://app.mode.com/editor/ecooltra706/reports/3d17a301dc46,MNC_Alquileres,ecooltra706,modehq,2026-06-13T16:06:03.142Z,0,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Globales Menorca,da479c72f5bb,https://app.mode.com/editor/ecooltra706/reports/da479c72f5bb,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-06-14T02:05:43.954Z,0,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[COLABORADORES]  REPORT_S_ALGAR,e4ed88aa0cb6,https://app.mode.com/editor/ecooltra706/reports/e4ed88aa0cb6,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-06-14T01:06:20.963Z,0,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[PARTNER] AUTOS MAXIMO,b6eee16c9a9f,https://app.mode.com/editor/ecooltra706/reports/b6eee16c9a9f,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-06-13T13:12:23.424Z,0,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[COLABORADORES]  MNC_Top_Market,600ecdfb937c,https://app.mode.com/editor/ecooltra706/reports/600ecdfb937c,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-06-14T02:05:43.509Z,0,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[PARTNER] MNC_Misterbike,5a1d22964d58,https://app.mode.com/editor/ecooltra706/reports/5a1d22964d58,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-06-14T01:06:20.847Z,0,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
MNC_Seth_Hoteles,ba0d3f7052f5,https://app.mode.com/editor/ecooltra706/reports/ba0d3f7052f5,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-06-14T03:05:16.817Z,0,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
IA_MNC_Ocupación y logística,9dbddc10cd4d,https://app.mode.com/editor/ecooltra706/reports/9dbddc10cd4d,MNC_Flota,ecooltra706,modehq,2026-06-14T02:05:37.484Z,0,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
Report_AENA_MNC,c3dd6e1e6af3,https://app.mode.com/editor/ecooltra706/reports/c3dd6e1e6af3,MNC_Reports,ecooltra706,modehq,2026-06-14T06:05:24.241Z,0,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
Report Menorca - Datos para la Policía,ad2f30d84b7b,https://app.mode.com/editor/ecooltra706/reports/ad2f30d84b7b,OB,ecooltra706,lluiscarreras,2026-06-14T08:03:56.704Z,0,no,1,1,pure,Snowflake,Snowflake,no
MyMaps CSV ready,e8a226d5a1cf,https://app.mode.com/editor/ecooltra706/reports/e8a226d5a1cf,rebalancing,ecooltra706,omarimon,2026-06-14T08:26:04.695Z,0,no,1,1,pure,QuestDB,QuestDB,no
Rebalancing-Git-check,ba6d958ac388,https://app.mode.com/editor/ecooltra706/reports/ba6d958ac388,rebalancing,ecooltra706,omarimon,2026-06-14T10:44:27.310Z,0,no,3,1,pure,Snowflake,Snowflake,no
RecordGo,54f77e77e279,https://app.mode.com/editor/ecooltra706/reports/54f77e77e279,RecordGo,ecooltra706,modehq,2026-06-14T02:05:27.988Z,0,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
